Date,Open,High,Low,Close,Volume,Adj Close
2015-10-16,8200.00,8300.00,8100.00,8100.00,922000,8100.00
2015-10-15,8100.00,8200.00,8000.00,8100.00,524000,8100.00
2015-10-14,8300.00,8300.00,8000.00,8100.00,746100,8100.00
2015-10-13,8300.00,8300.00,8200.00,8200.00,899900,8200.00
2015-10-12,8300.00,8500.00,8200.00,8300.00,1135900,8300.00
2015-10-09,8400.00,8500.00,8200.00,8300.00,799600,8300.00
2015-10-08,8300.00,8600.00,8200.00,8400.00,2020500,8400.00
2015-10-07,8500.00,8600.00,8200.00,8200.00,794500,8200.00
2015-10-06,8200.00,8500.00,8200.00,8500.00,1813100,8500.00
2015-10-05,8100.00,8200.00,8000.00,8100.00,717300,8100.00
2015-10-02,8200.00,8200.00,8000.00,8100.00,686400,8100.00
2015-10-01,8200.00,8300.00,8100.00,8200.00,692600,8200.00
2015-09-30,8300.00,8300.00,8100.00,8100.00,1000600,8100.00
2015-09-29,8000.00,8200.00,7900.00,8200.00,1519000,8200.00
2015-09-28,8400.00,8400.00,8000.00,8000.00,1101700,8000.00
2015-09-25,8500.00,8600.00,8400.00,8400.00,911200,8400.00
2015-09-24,7600.00,8900.00,7600.00,8600.00,2582000,8600.00
2015-09-23,8900.00,8900.00,8100.00,8400.00,837900,8400.00
2015-09-22,8500.00,8500.00,8200.00,8200.00,3169600,8200.00
2015-09-21,8363.64,8363.64,7545.45,7818.18,2055100,7107.44
2015-09-18,7909.09,8000.00,7636.36,7636.36,1281800,6942.15
2015-09-17,8090.91,8090.91,7545.45,7545.45,1029500,6859.50
2015-09-16,8181.82,8181.82,7454.55,7636.36,1068700,6942.15
2015-09-15,8200.00,8500.00,8200.00,8400.00,1739500,7636.36
2015-09-14,9400.00,9400.00,8200.00,8200.00,947700,7454.55
2015-09-11,8500.00,9100.00,8300.00,8600.00,3027300,7818.18
2015-09-10,8800.00,8800.00,8000.00,8400.00,2242200,7636.36
2015-09-09,8900.00,8900.00,8100.00,8100.00,1416800,7363.64
2015-09-08,7800.00,8200.00,7800.00,8200.00,1221300,7454.55
2015-09-07,8200.00,8200.00,7800.00,7800.00,772700,7090.91
2015-09-04,8800.00,8800.00,8000.00,8000.00,686600,7272.73
2015-09-03,8700.00,8700.00,8000.00,8100.00,2216800,7363.64
2015-09-02,8000.00,8000.00,8000.00,8000.00,000,7272.73
2015-09-01,8900.00,8900.00,7900.00,8000.00,1122400,7272.73
2015-08-31,9000.00,9000.00,8000.00,8100.00,1474100,7363.64
2015-08-28,9200.00,9200.00,8100.00,8400.00,1891500,7636.36
2015-08-27,8400.00,8400.00,8100.00,8400.00,3465200,7636.36
2015-08-26,6300.00,7700.00,6300.00,7700.00,2329600,7000.00
2015-08-25,6800.00,7600.00,6800.00,7000.00,2482100,6363.64
2015-08-24,8200.00,8200.00,7500.00,7500.00,1902100,6818.18
2015-08-21,9600.00,9600.00,8000.00,8300.00,2272800,7545.45
2015-08-20,9500.00,9500.00,8800.00,8800.00,992700,8000.00
2015-08-19,9800.00,9800.00,8900.00,9200.00,1747600,8363.64
2015-08-18,10000.00,10000.00,9000.00,9300.00,626700,8454.55
2015-08-17,9300.00,9500.00,8900.00,9100.00,1150300,8272.73
2015-08-14,9300.00,9400.00,9100.00,9300.00,1104300,8454.55
2015-08-13,10400.01,10400.01,9100.00,9300.00,1192600,8454.55
2015-08-12,8800.00,9800.00,8800.00,9500.00,895900,8636.36
2015-08-11,9600.00,10000.00,9600.00,9700.00,1713100,8818.18
2015-08-10,9100.00,9800.00,9100.00,9500.00,987100,8636.36
2015-08-07,9100.00,9700.00,9100.00,9600.00,798900,8727.27
2015-08-06,9800.00,9900.00,9600.00,9600.00,1075000,8727.27
2015-08-05,8600.00,9900.00,8600.00,9800.00,839600,8909.09
2015-08-04,8500.00,9700.00,8500.00,9500.00,867300,8636.36
2015-08-03,9000.00,9900.00,9000.00,9400.00,1136000,8545.45
2015-07-31,10400.01,10600.00,9900.00,9900.00,1552100,9000.00
2015-07-30,9600.00,10500.00,9500.00,10400.01,2139900,9454.55
2015-07-29,9000.00,9600.00,9000.00,9600.00,557400,8727.27
2015-07-28,8900.00,9900.00,8900.00,9400.00,1804200,8545.45
2015-07-27,8700.00,9700.00,8700.00,9300.00,919200,8454.55
2015-07-24,9000.00,9800.00,9000.00,9600.00,1094800,8727.27
2015-07-23,9700.00,9700.00,9400.00,9400.00,967500,8545.45
2015-07-22,9200.00,9900.00,9100.00,9600.00,1608800,8727.27
2015-07-21,9400.00,9700.00,9200.00,9300.00,1069900,8454.55
2015-07-20,9800.00,9900.00,9500.00,9700.00,1108900,8818.18
2015-07-17,9000.00,10300.00,9000.00,9900.00,913100,9000.00
2015-07-16,9200.00,10200.00,9200.00,9900.00,1186200,9000.00
2015-07-15,9700.00,10700.00,9700.00,10200.00,1193000,9272.73
2015-07-14,9900.00,10900.00,9900.00,10700.00,2261800,9727.27
2015-07-13,10600.00,11000.00,10400.01,10400.01,2144500,9454.55
2015-07-10,11199.98,11499.95,10900.00,10900.00,1984000,9909.09
2015-07-09,11000.00,11299.97,10800.00,11199.98,1900900,10181.80
2015-07-08,11399.96,11800.03,11000.00,11199.98,2697900,10181.80
2015-07-07,11700.04,11900.02,11499.95,11600.05,2153500,10545.50
2015-07-06,11399.96,12000.01,11399.96,11900.02,2924000,10818.20
2015-07-03,11499.95,11900.02,11399.96,11600.05,3346800,10545.50
2015-07-02,11499.95,11800.03,10900.00,11700.04,2018700,10636.40
2015-07-01,11000.00,12000.01,10300.00,11299.97,2392700,10272.70
2015-06-30,11900.02,12000.01,11199.98,11199.98,1999100,10181.80
2015-06-29,12199.99,12499.96,11700.04,12000.01,3299900,10909.10
2015-06-26,10900.00,11499.95,10300.00,11499.95,3318500,10454.50
2015-06-25,11000.00,11099.99,10500.00,10500.00,2130600,9545.45
2015-06-24,11099.99,11499.95,11000.00,11000.00,3154800,10000.00
2015-06-23,11299.97,11600.05,11299.97,11399.96,470000,10363.60
2015-06-22,11299.97,11700.04,10800.00,11499.95,666300,10454.50
2015-06-19,11600.05,11800.03,11199.98,11299.97,1109800,10272.70
2015-06-18,10500.00,11800.03,10300.00,11700.04,1006600,10636.40
2015-06-17,11900.02,12100.00,11299.97,11299.97,1636600,10272.70
2015-06-16,12900.03,13000.02,11900.02,11900.02,1345000,10818.20
2015-06-15,13100.01,13399.98,12599.95,12900.03,966000,11727.30
2015-06-12,13000.02,13299.99,12599.95,13100.01,2170900,11909.10
2015-06-11,12900.03,13399.98,12599.95,12700.05,1105500,11545.50
2015-06-10,12599.95,13200.00,12499.96,12900.03,1108800,11727.30
2015-06-09,13800.05,13900.04,12499.96,13100.01,3065000,11909.10
2015-06-08,14300.00,14599.97,13800.05,13800.05,1936500,12545.50
2015-06-05,13800.05,14300.00,13499.97,14000.03,2789600,12727.30
2015-06-04,12000.01,13200.00,12000.01,13200.00,2297700,12000.00
2015-06-03,11800.03,12100.00,11700.04,12000.01,866500,10909.10
2015-06-02,11600.05,12100.00,11600.05,11700.04,1314100,10636.40
2015-06-01,11499.95,12299.98,11399.96,11600.05,1368000,10545.50
2015-05-29,12299.98,12299.98,11299.97,11499.95,1400300,10454.50
2015-05-28,12000.01,12700.05,11700.04,12199.99,1675200,11090.90
2015-05-27,11000.00,11900.02,10600.00,11700.04,2379000,10636.40
2015-05-26,12599.95,12599.95,10900.00,10900.00,2711500,9909.09
2015-05-25,11399.96,11600.05,10700.00,11600.05,1726200,10545.50
2015-05-22,10000.00,10600.00,9700.00,10600.00,2541000,9636.36
2015-05-21,9300.00,9700.00,9100.00,9700.00,2467100,8818.18
2015-05-20,15300.01,15300.01,15300.01,15300.01,000,13909.10
2015-05-19,15300.01,15300.01,15300.01,15300.01,000,13909.10
2015-05-18,15300.01,15300.01,15300.01,15300.01,000,13909.10
2015-05-15,15300.01,15300.01,15300.01,15300.01,000,13909.10
2015-05-14,15300.01,15300.01,15300.01,15300.01,000,13909.10
2015-05-13,15300.01,15300.01,15300.01,15300.01,000,13909.10
2015-05-12,15300.01,15300.01,15300.01,15300.01,000,13909.10
2015-05-11,15300.01,15300.01,15300.01,15300.01,000,13909.10
2015-05-08,15300.01,15300.01,15300.01,15300.01,000,13909.10
2015-05-07,15300.01,15300.01,15300.01,15300.01,000,13909.10
2015-05-06,15300.01,15300.01,15300.01,15300.01,000,13909.10
2015-05-05,15300.01,15300.01,15300.01,15300.01,000,13909.10
2015-05-04,15300.01,15300.01,15300.01,15300.01,000,13909.10
2015-05-01,15300.01,15300.01,15300.01,15300.01,000,13909.10
2015-04-30,15300.01,15300.01,15300.01,15300.01,000,13909.10
2015-04-29,15300.01,15300.01,15300.01,15300.01,000,13909.10
2015-04-28,15300.01,15300.01,15300.01,15300.01,000,13909.10
2015-04-27,15300.01,15300.01,15300.01,15300.01,000,13909.10
2015-04-24,15300.01,15300.01,15300.01,15300.01,000,13909.10
2015-04-23,15300.01,15300.01,15300.01,15300.01,000,13909.10
2015-04-22,15300.01,15300.01,15300.01,15300.01,000,13909.10
2015-04-21,15300.01,15300.01,15300.01,15300.01,000,13909.10
2015-04-20,15300.01,15300.01,15300.01,15300.01,000,13909.10
2015-04-17,15300.01,15300.01,15300.01,15300.01,000,13909.10
2015-04-16,15300.01,15300.01,15300.01,15300.01,000,13909.10
2015-04-15,15300.01,15300.01,15300.01,15300.01,000,13909.10
2015-04-14,15300.01,15300.01,15300.01,15300.01,000,13909.10
2015-04-13,15300.01,15300.01,15300.01,15300.01,000,13909.10
2015-04-10,15300.01,15300.01,15300.01,15300.01,000,13909.10
2015-04-09,15300.01,15300.01,15300.01,15300.01,000,13909.10
2015-04-08,15300.01,15300.01,15300.01,15300.01,000,13909.10
2015-04-07,15300.01,15300.01,15300.01,15300.01,000,13909.10
2015-04-06,15300.01,15300.01,15300.01,15300.01,000,13909.10
2015-04-03,15300.01,15300.01,15300.01,15300.01,000,13909.10
2015-04-02,15300.01,15300.01,15300.01,15300.01,000,13909.10
2015-04-01,15300.01,15300.01,15300.01,15300.01,000,13909.10
2015-03-31,15300.01,15300.01,15300.01,15300.01,000,13909.10
2015-03-30,15300.01,15300.01,15300.01,15300.01,000,13909.10
2015-03-27,15300.01,15300.01,15300.01,15300.01,000,13909.10
2015-03-26,15300.01,15300.01,15300.01,15300.01,000,13909.10
2015-03-25,15300.01,15300.01,15300.01,15300.01,000,13909.10
2015-03-24,15300.01,15300.01,15300.01,15300.01,000,13909.10
2015-03-23,15300.01,15799.96,15100.03,15300.01,825700,13909.10
2015-03-20,15100.03,15499.99,15000.04,15400.00,608400,14000.00
2015-03-19,15400.00,15899.95,15400.00,15400.00,1161600,14000.00
2015-03-18,15599.98,15799.96,15400.00,15599.98,831000,14181.80
2015-03-17,15100.03,15899.95,15000.04,15799.96,1055000,14363.60
2015-03-16,15699.97,15699.97,15300.01,15400.00,814100,14000.00
