0.552	0.8833	
0.618	0.8486	
0.685	0.9422	
0.755	1.0279	
0.822	0.9993	
0.889	1.0218	
0.954	1.0331	
1.021	1.0634	
1.087	1.0167	
1.215	1.0236	
1.352	0.9716	
1.477	0.9924	
1.560	0.9448	
1.644	0.9266	
