0.826	0.764	
0.934	0.881	
1.030	0.949	
1.133	1.007	
1.234	1.088	
1.333	1.146	
1.432	1.230	
1.532	1.281	
1.629	1.334	
1.831	1.464	
2.033	1.578	
2.221	1.686	
2.342	1.718	
2.470	1.797	
